fov_id,original_fov_location,2D_fov_tiff_path
929,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 10,2D_fov_tiff_path/00c46540_5500000013_63X_20190807_S1_P10_B3_annotations_corrected.tiff
930,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 11,2D_fov_tiff_path/c6348d69_5500000013_63X_20190807_S1_P11_B3_annotations_corrected.tiff
931,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 12,2D_fov_tiff_path/2d04ea4d_5500000013_63X_20190807_S1_P12_B3_annotations_corrected.tiff
932,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 13,2D_fov_tiff_path/39531263_5500000013_63X_20190807_S1_P13_B3_annotations_corrected.tiff
933,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 14,2D_fov_tiff_path/570acc96_5500000013_63X_20190807_S1_P14_B3_annotations_corrected.tiff
934,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 15,2D_fov_tiff_path/0c5911bf_5500000013_63X_20190807_S1_P15_B3_annotations_corrected.tiff
935,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 16,2D_fov_tiff_path/e0b5f63c_5500000013_63X_20190807_S1_P16_B3_annotations_corrected.tiff
936,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 17,2D_fov_tiff_path/ef1b4517_5500000013_63X_20190807_S1_P17_B3_annotations_corrected.tiff
937,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 18,2D_fov_tiff_path/0161711a_5500000013_63X_20190807_S1_P18_B3_annotations_corrected.tiff
938,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 19,2D_fov_tiff_path/a4efdd12_5500000013_63X_20190807_S1_P19_B3_annotations_corrected.tiff
939,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 2,2D_fov_tiff_path/495da58d_5500000013_63X_20190807_S1_P2_B3_annotations_corrected.tiff
940,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20,2D_fov_tiff_path/43283e18_5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff
941,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 21,2D_fov_tiff_path/36fe2e2d_5500000013_63X_20190807_S1_P21_B3_annotations_corrected.tiff
942,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 22,2D_fov_tiff_path/f487f7c9_5500000013_63X_20190807_S1_P22_B3_annotations_corrected.tiff
943,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 23,2D_fov_tiff_path/39660719_5500000013_63X_20190807_S1_P23_B3_annotations_corrected.tiff
944,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 24,2D_fov_tiff_path/ad6d8860_5500000013_63X_20190807_S1_P24_B3_annotations_corrected.tiff
945,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 25,2D_fov_tiff_path/bbbe6996_5500000013_63X_20190807_S1_P25_B3_annotations_corrected.tiff
946,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 26,2D_fov_tiff_path/ee3416ec_5500000013_63X_20190807_S1_P26_B3_annotations_corrected.tiff
947,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 27,2D_fov_tiff_path/4c0023da_5500000013_63X_20190807_S1_P27_B3_annotations_corrected.tiff
948,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 28,2D_fov_tiff_path/ec3a6152_5500000013_63X_20190807_S1_P28_B3_annotations_corrected.tiff
949,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 29,2D_fov_tiff_path/1073ad34_5500000013_63X_20190807_S1_P29_B3_annotations_corrected.tiff
950,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 3,2D_fov_tiff_path/ef4dd681_5500000013_63X_20190807_S1_P3_B3_annotations_corrected.tiff
951,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 30,2D_fov_tiff_path/705d1f5b_5500000013_63X_20190807_S1_P30_B3_annotations_corrected.tiff
952,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 4,2D_fov_tiff_path/38277c59_5500000013_63X_20190807_S1_P4_B3_annotations_corrected.tiff
953,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 5,2D_fov_tiff_path/8eb0d59e_5500000013_63X_20190807_S1_P5_B3_annotations_corrected.tiff
954,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 6,2D_fov_tiff_path/52143707_5500000013_63X_20190807_S1_P6_B3_annotations_corrected.tiff
955,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 7,2D_fov_tiff_path/d8a271e6_5500000013_63X_20190807_S1_P7_B3_annotations_corrected.tiff
956,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 8,2D_fov_tiff_path/388fc33e_5500000013_63X_20190807_S1_P8_B3_annotations_corrected.tiff
957,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 9,2D_fov_tiff_path/7a7ec835_5500000013_63X_20190807_S1_P9_B3_annotations_corrected.tiff
958,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 1,2D_fov_tiff_path/2915a0c3_5500000013_63X_20190807_S1_P1_B4_annotations_corrected.tiff
959,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 10,2D_fov_tiff_path/5125d9e6_5500000013_63X_20190807_S1_P10_B4_annotations_corrected.tiff
960,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 11,2D_fov_tiff_path/bfdf810c_5500000013_63X_20190807_S1_P11_B4_annotations_corrected.tiff
961,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 12,2D_fov_tiff_path/91ba3f1a_5500000013_63X_20190807_S1_P12_B4_annotations_corrected.tiff
962,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 13,2D_fov_tiff_path/5f8b57f2_5500000013_63X_20190807_S1_P13_B4_annotations_corrected.tiff
963,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 14,2D_fov_tiff_path/7c1003df_5500000013_63X_20190807_S1_P14_B4_annotations_corrected.tiff
964,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 15,2D_fov_tiff_path/952df769_5500000013_63X_20190807_S1_P15_B4_annotations_corrected.tiff
965,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 16,2D_fov_tiff_path/87019fd2_5500000013_63X_20190807_S1_P16_B4_annotations_corrected.tiff
966,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 17,2D_fov_tiff_path/50c3bda3_5500000013_63X_20190807_S1_P17_B4_annotations_corrected.tiff
967,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 18,2D_fov_tiff_path/18c77894_5500000013_63X_20190807_S1_P18_B4_annotations_corrected.tiff
968,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19,2D_fov_tiff_path/5b9546eb_5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff
969,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 2,2D_fov_tiff_path/979ab9de_5500000013_63X_20190807_S1_P2_B4_annotations_corrected.tiff
970,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20,2D_fov_tiff_path/c916ede2_5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff
971,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 21,2D_fov_tiff_path/f3852309_5500000013_63X_20190807_S1_P21_B4_annotations_corrected.tiff
972,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 22,2D_fov_tiff_path/603fd457_5500000013_63X_20190807_S1_P22_B4_annotations_corrected.tiff
973,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 23,2D_fov_tiff_path/bcd6a7c4_5500000013_63X_20190807_S1_P23_B4_annotations_corrected.tiff
974,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 24,2D_fov_tiff_path/fefb468d_5500000013_63X_20190807_S1_P24_B4_annotations_corrected.tiff
975,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 25,2D_fov_tiff_path/b66bbdc3_5500000013_63X_20190807_S1_P25_B4_annotations_corrected.tiff
976,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 26,2D_fov_tiff_path/03efcec2_5500000013_63X_20190807_S1_P26_B4_annotations_corrected.tiff
977,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 27,2D_fov_tiff_path/cf4fb0e8_5500000013_63X_20190807_S1_P27_B4_annotations_corrected.tiff
978,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 28,2D_fov_tiff_path/ae2b22b8_5500000013_63X_20190807_S1_P28_B4_annotations_corrected.tiff
979,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 29,2D_fov_tiff_path/1bbe8901_5500000013_63X_20190807_S1_P29_B4_annotations_corrected.tiff
980,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 3,2D_fov_tiff_path/8e30a2d6_5500000013_63X_20190807_S1_P3_B4_annotations_corrected.tiff
981,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 30,2D_fov_tiff_path/ebfc8c4d_5500000013_63X_20190807_S1_P30_B4_annotations_corrected.tiff
982,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 4,2D_fov_tiff_path/233a97e1_5500000013_63X_20190807_S1_P4_B4_annotations_corrected.tiff
983,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 5,2D_fov_tiff_path/ec4c125c_5500000013_63X_20190807_S1_P5_B4_annotations_corrected.tiff
984,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 6,2D_fov_tiff_path/d6168657_5500000013_63X_20190807_S1_P6_B4_annotations_corrected.tiff
985,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 7,2D_fov_tiff_path/d3328698_5500000013_63X_20190807_S1_P7_B4_annotations_corrected.tiff
986,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 8,2D_fov_tiff_path/c087aa64_5500000013_63X_20190807_S1_P8_B4_annotations_corrected.tiff
987,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 9,2D_fov_tiff_path/4b0db445_5500000013_63X_20190807_S1_P9_B4_annotations_corrected.tiff
988,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 1,2D_fov_tiff_path/38de9d00_5500000013_63X_20190807_S1_P1_B5_annotations_corrected.tiff
989,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 10,2D_fov_tiff_path/27e55ff3_5500000013_63X_20190807_S1_P10_B5_annotations_corrected.tiff
990,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 11,2D_fov_tiff_path/38f29429_5500000013_63X_20190807_S1_P11_B5_annotations_corrected.tiff
991,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 12,2D_fov_tiff_path/11ca25a2_5500000013_63X_20190807_S1_P12_B5_annotations_corrected.tiff
992,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 13,2D_fov_tiff_path/18c58128_5500000013_63X_20190807_S1_P13_B5_annotations_corrected.tiff
993,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 14,2D_fov_tiff_path/f2a9c1b7_5500000013_63X_20190807_S1_P14_B5_annotations_corrected.tiff
994,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 15,2D_fov_tiff_path/c22920c2_5500000013_63X_20190807_S1_P15_B5_annotations_corrected.tiff
995,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 16,2D_fov_tiff_path/369c176f_5500000013_63X_20190807_S1_P16_B5_annotations_corrected.tiff
996,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 17,2D_fov_tiff_path/46786724_5500000013_63X_20190807_S1_P17_B5_annotations_corrected.tiff
997,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 18,2D_fov_tiff_path/1bb13f99_5500000013_63X_20190807_S1_P18_B5_annotations_corrected.tiff
998,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 19,2D_fov_tiff_path/2f19a603_5500000013_63X_20190807_S1_P19_B5_annotations_corrected.tiff
999,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 2,2D_fov_tiff_path/1257ad71_5500000013_63X_20190807_S1_P2_B5_annotations_corrected.tiff
1000,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 20,2D_fov_tiff_path/e1a1f852_5500000013_63X_20190807_S1_P20_B5_annotations_corrected.tiff
1001,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 21,2D_fov_tiff_path/c48dd85b_5500000013_63X_20190807_S1_P21_B5_annotations_corrected.tiff
1002,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 22,2D_fov_tiff_path/3973038b_5500000013_63X_20190807_S1_P22_B5_annotations_corrected.tiff
1003,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 23,2D_fov_tiff_path/3ef0e119_5500000013_63X_20190807_S1_P23_B5_annotations_corrected.tiff
1004,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 24,2D_fov_tiff_path/5efa707d_5500000013_63X_20190807_S1_P24_B5_annotations_corrected.tiff
1005,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 25,2D_fov_tiff_path/d6b484c2_5500000013_63X_20190807_S1_P25_B5_annotations_corrected.tiff
